"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","type"
"3165","GO:0006820",1,0.617810028374989,0,7,"anion transport","BP","up"
"3166","GO:0006887",1,0.384869080591934,0,18,"exocytosis","BP","up"
"3167","GO:0006890",1,0.653392225236801,0,6,"retrograde vesicle-mediated transport, Golgi to ER","BP","up"
"3168","GO:0006904",1,0.521835707522848,0,10,"vesicle docking involved in exocytosis","BP","up"
"3169","GO:0006913",1,0.64142080641824,0,7,"nucleocytoplasmic transport","BP","up"
"3170","GO:0006914",1,0.552844405590094,0,9,"autophagy","BP","up"
"3171","GO:0006974",1,0.55254826731009,0,8,"cellular response to DNA damage stimulus","BP","up"
"3172","GO:0007020",1,0.652947905300487,0,7,"microtubule nucleation","BP","up"
"3173","GO:0007049",1,0.260620382735761,0,17,"cell cycle","BP","up"
"3174","GO:0007205",1,0.691680666243569,0,7,"protein kinase C-activating G-protein coupled receptor signaling pathway","BP","up"
"3175","GO:0008026",1,0.360238736619591,0,21,"ATP-dependent helicase activity","MF","up"
"3176","GO:0008033",1,0.21937136918861,0,22,"tRNA processing","BP","up"
"3177","GO:0008094",1,0.501277527529293,0,10,"DNA-dependent ATPase activity","MF","up"
"3178","GO:0008137",1,0.00877540319750223,0,37,"NADH dehydrogenase (ubiquinone) activity","MF","up"
"3179","GO:0008173",1,0.367891343537614,0,14,"RNA methyltransferase activity","MF","up"
"3180","GO:0008235",1,0.549329884694379,0,8,"metalloexopeptidase activity","MF","up"
"3181","GO:0008236",1,0.196537248097978,0,25,"serine-type peptidase activity","MF","up"
"3182","GO:0008237",1,0.575872402201445,0,10,"metallopeptidase activity","MF","up"
"3183","GO:0008299",1,0.193706211354845,0,24,"isoprenoid biosynthetic process","BP","up"
"3184","GO:0008308",1,0.525641425128914,0,7,"voltage-gated anion channel activity","MF","up"
"3185","GO:0008312",1,0.526989794853679,0,9,"7S RNA binding","MF","up"
"3186","GO:0008374",1,0.525029661474469,0,11,"O-acyltransferase activity","MF","up"
"3187","GO:0008375",1,0.232103553009591,0,23,"acetylglucosaminyltransferase activity","MF","up"
"3188","GO:0008408",1,0.256741676138482,0,19,"3'-5' exonuclease activity","MF","up"
"3189","GO:0008536",1,0.616348766043424,0,11,"Ran GTPase binding","MF","up"
"3190","GO:0008565",1,0.15064490517317,0,28,"protein transporter activity","MF","up"
"3191","GO:0008641",1,0.551569294541194,0,11,"small protein activating enzyme activity","MF","up"
"3192","GO:0008652",1,0.655798726836617,0,8,"cellular amino acid biosynthetic process","BP","up"
"3193","GO:0008654",1,0.506002707511065,0,10,"phospholipid biosynthetic process","BP","up"
"3194","GO:0008970",1,0.652896761073365,0,7,"phosphatidylcholine 1-acylhydrolase activity","MF","up"
"3195","GO:0009072",1,0.657441600332526,0,6,"aromatic amino acid family metabolic process","BP","up"
"3196","GO:0009082",1,0.559149407660651,0,9,"branched-chain amino acid biosynthetic process","BP","up"
"3197","GO:0009231",1,0.513272188757152,0,10,"riboflavin biosynthetic process","BP","up"
"3198","GO:0009396",1,0.618459715491033,0,8,"folic acid-containing compound biosynthetic process","BP","up"
"3199","GO:0009521",1,0.118728592406259,0,15,"photosystem","CC","up"
"3200","GO:0009579",1,0.00188452933824467,0,47,"thylakoid","CC","up"
"3201","GO:0009767",1,0.0984915228222858,0,17,"photosynthetic electron transport chain","BP","up"
"3202","GO:0009772",1,0.0975917018063055,0,15,"photosynthetic electron transport in photosystem II","BP","up"
"3203","GO:0010105",1,0.743246875272103,0,6,"negative regulation of ethylene-activated signaling pathway","BP","up"
"3204","GO:0010215",1,0.637236517286462,0,8,"cellulose microfibril organization","BP","up"
"3205","GO:0010997",1,0.715615211728369,0,6,"anaphase-promoting complex binding","MF","up"
"3206","GO:0015018",1,0.577371053268929,0,6,"galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity","MF","up"
"3207","GO:0015031",1,0.056530847003651,0,41,"protein transport","BP","up"
"3208","GO:0015629",1,0.268748238703229,0,12,"actin cytoskeleton","CC","up"
"3209","GO:0015914",1,0.645106398097825,0,9,"phospholipid transport","BP","up"
"3210","GO:0015934",1,0.0597565953158431,0,23,"large ribosomal subunit","CC","up"
"3211","GO:0015935",1,0.0194165701098975,0,32,"small ribosomal subunit","CC","up"
"3212","GO:0015969",1,0.748775766708437,0,6,"guanosine tetraphosphate metabolic process","BP","up"
"3213","GO:0015991",1,0.0980313442357003,0,23,"ATP hydrolysis coupled proton transport","BP","up"
"3214","GO:0015992",1,0.202572283869936,0,18,"proton transport","BP","up"
"3215","GO:0015995",1,0.631777930432005,0,8,"chlorophyll biosynthetic process","BP","up"
"3216","GO:0016049",1,0.580719446317277,0,10,"cell growth","BP","up"
"3217","GO:0016117",1,0.688190185019794,0,7,"carotenoid biosynthetic process","BP","up"
"3218","GO:0016149",1,0.611140535840382,0,8,"translation release factor activity, codon specific","MF","up"
"3219","GO:0016226",1,0.14830594789167,0,19,"iron-sulfur cluster assembly","BP","up"
"3220","GO:0016272",1,0.436604303406052,0,6,"prefoldin complex","CC","up"
"3221","GO:0016310",1,0.569088938196219,0,12,"phosphorylation","BP","up"
"3222","GO:0016459",1,0.470581846297923,0,13,"myosin complex","CC","up"
"3223","GO:0016570",1,0.649769462322018,0,6,"histone modification","BP","up"
"3224","GO:0016573",1,0.609873150880371,0,7,"histone acetylation","BP","up"
"3225","GO:0016579",1,0.158652187273179,0,34,"protein deubiquitination","BP","up"
"3226","GO:0016592",1,0.220433037791502,0,16,"mediator complex","CC","up"
"3227","GO:0016593",1,0.649769462322018,0,6,"Cdc73/Paf1 complex","CC","up"
"3228","GO:0016615",1,0.584532250730458,0,8,"malate dehydrogenase activity","MF","up"
"3229","GO:0016624",1,0.643827772348755,0,8,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor","MF","up"
"3230","GO:0016627",1,0.267103607210322,0,20,"oxidoreductase activity, acting on the CH-CH group of donors","MF","up"
"3231","GO:0016651",1,0.0251864902397438,0,28,"oxidoreductase activity, acting on NAD(P)H","MF","up"
"3232","GO:0016668",1,0.723731099058125,0,6,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor","MF","up"
"3233","GO:0016717",1,0.62738775710557,0,7,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water","MF","up"
"3234","GO:0016772",1,0.478659345349294,0,14,"transferase activity, transferring phosphorus-containing groups","MF","up"
"3235","GO:0016776",1,0.602353518615973,0,6,"phosphotransferase activity, phosphate group as acceptor","MF","up"
"3236","GO:0016798",1,0.689778569153213,0,7,"hydrolase activity, acting on glycosyl bonds","MF","up"
"3237","GO:0016810",1,0.466901033676934,0,12,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","MF","up"
"3238","GO:0016817",1,0.679207712623993,0,8,"hydrolase activity, acting on acid anhydrides","MF","up"
"3239","GO:0016818",1,0.610779818890413,0,11,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","MF","up"
"3240","GO:0016820",1,0.524320162163801,0,7,"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances","MF","up"
"3241","GO:0016841",1,0.701386165495994,0,7,"ammonia-lyase activity","MF","up"
"3242","GO:0016853",1,0.125861668618456,0,26,"isomerase activity","MF","up"
"3243","GO:0016857",1,0.455464859384799,0,12,"racemase and epimerase activity, acting on carbohydrates and derivatives","MF","up"
"3244","GO:0016866",1,0.575407092691227,0,9,"intramolecular transferase activity","MF","up"
"3245","GO:0016868",1,0.696769381007037,0,6,"intramolecular transferase activity, phosphotransferases","MF","up"
"3246","GO:0016874",1,0.485942717619303,0,14,"ligase activity","MF","up"
"3247","GO:0016876",1,0.675969927338264,0,8,"ligase activity, forming aminoacyl-tRNA and related compounds","MF","up"
"3248","GO:0016891",1,0.773472433106722,0,6,"endoribonuclease activity, producing 5'-phosphomonoesters","MF","up"
"3249","GO:0016925",1,0.462618391920373,0,7,"protein sumoylation","BP","up"
"3250","GO:0017004",1,0.319831331805355,0,12,"cytochrome complex assembly","BP","up"
"3251","GO:0017150",1,0.686656548651987,0,6,"tRNA dihydrouridine synthase activity","MF","up"
"3252","GO:0019001",1,0.748026097770313,0,6,"guanyl nucleotide binding","MF","up"
"3253","GO:0019684",1,0.00967151037776806,0,31,"photosynthesis, light reaction","BP","up"
"3254","GO:0019773",1,0.382215930227431,0,10,"proteasome core complex, alpha-subunit complex","CC","up"
"3255","GO:0019843",1,0.0376627542325947,0,25,"rRNA binding","MF","up"
"3256","GO:0019887",1,0.61431490672716,0,6,"protein kinase regulator activity","MF","up"
"3257","GO:0019888",1,0.415954551626523,0,14,"protein phosphatase regulator activity","MF","up"
"3258","GO:0019904",1,0.362162983942511,0,11,"protein domain specific binding","MF","up"
"3259","GO:0022900",1,0.128401418545862,0,15,"electron transport chain","BP","up"
"3260","GO:0030042",1,0.457425087094782,0,6,"actin filament depolymerization","BP","up"
"3261","GO:0030060",1,0.611629065384823,0,7,"L-malate dehydrogenase activity","MF","up"
"3262","GO:0030117",1,0.336959344868396,0,20,"membrane coat","CC","up"
"3263","GO:0030126",1,0.713341639087549,0,7,"COPI vesicle coat","CC","up"
"3264","GO:0030130",1,0.683102579858082,0,6,"clathrin coat of trans-Golgi network vesicle","CC","up"
"3265","GO:0030131",1,0.430971858951119,0,14,"clathrin adaptor complex","CC","up"
"3266","GO:0030132",1,0.683102579858082,0,6,"clathrin coat of coated pit","CC","up"
"3267","GO:0030136",1,0.723225502535683,0,6,"clathrin-coated vesicle","CC","up"
"3268","GO:0030150",1,0.440497350629714,0,6,"protein import into mitochondrial matrix","BP","up"
"3269","GO:0030163",1,0.465783458401479,0,12,"protein catabolic process","BP","up"
"3270","GO:0030276",1,0.650421821978053,0,8,"clathrin binding","MF","up"
"3271","GO:0030488",1,0.586413664880983,0,7,"tRNA methylation","BP","up"
"3272","GO:0030529",1,0.334355281347436,0,11,"intracellular ribonucleoprotein complex","CC","up"
"3273","GO:0030904",1,0.623256696205322,0,6,"retromer complex","CC","up"
"3274","GO:0030915",1,0.681225035714245,0,6,"Smc5-Smc6 complex","CC","up"
"3275","GO:0030955",1,0.58887759590597,0,10,"potassium ion binding","MF","up"
"3276","GO:0030983",1,0.452401607235475,0,14,"mismatched DNA binding","MF","up"
"3277","GO:0031011",1,0.611898150877959,0,8,"Ino80 complex","CC","up"
"3278","GO:0031047",1,0.481501676801381,0,12,"gene silencing by RNA","BP","up"
"3279","GO:0031225",1,0.637236517286462,0,8,"anchored component of membrane","CC","up"
"3280","GO:0031347",1,0.431101354158881,0,11,"regulation of defense response","BP","up"
"3281","GO:0031418",1,0.36776919482604,0,12,"L-ascorbic acid binding","MF","up"
"3282","GO:0031461",1,0.671362410098217,0,8,"cullin-RING ubiquitin ligase complex","CC","up"
"3283","GO:0031625",1,0.461853396667463,0,13,"ubiquitin protein ligase binding","MF","up"
"3284","GO:0031683",1,0.748026097770313,0,6,"G-protein beta/gamma-subunit complex binding","MF","up"
"3285","GO:0032012",1,0.773472433106722,0,6,"regulation of ARF protein signal transduction","BP","up"
"3286","GO:0032040",1,0.599721821516026,0,7,"small-subunit processome","CC","up"
"3287","GO:0032147",1,0.550997507638617,0,9,"activation of protein kinase activity","BP","up"
"3288","GO:0032259",1,0.278272209662524,0,17,"methylation","BP","up"
"3289","GO:0032502",1,0.344340165697276,0,15,"developmental process","BP","up"
"3290","GO:0032549",1,0.253253236579976,0,14,"ribonucleoside binding","MF","up"
"3291","GO:0033177",1,0.414324355940169,0,7,"proton-transporting two-sector ATPase complex, proton-transporting domain","CC","up"
"3292","GO:0033179",1,0.238160004213409,0,13,"proton-transporting V-type ATPase, V0 domain","CC","up"
"3293","GO:0033926",1,0.571729684586087,0,9,"glycopeptide alpha-N-acetylgalactosaminidase activity","MF","up"
"3294","GO:0034314",1,0.433651018943881,0,10,"Arp2/3 complex-mediated actin nucleation","BP","up"
"3295","GO:0035091",1,0.570089190351683,0,8,"phosphatidylinositol binding","MF","up"
"3296","GO:0036459",1,0.233386747558609,0,29,"thiol-dependent ubiquitinyl hydrolase activity","MF","up"
"3297","GO:0038199",1,0.743246875272103,0,6,"ethylene receptor activity","MF","up"
"3298","GO:0042026",1,0.579786973488854,0,10,"protein refolding","BP","up"
"3299","GO:0042254",1,0.165493787860771,0,21,"ribosome biogenesis","BP","up"
"3300","GO:0042773",1,0.1066790235506,0,17,"ATP synthesis coupled electron transport","BP","up"
"3301","GO:0043015",1,0.690152006954725,0,6,"gamma-tubulin binding","MF","up"
"3302","GO:0043022",1,0.265053822203437,0,14,"ribosome binding","MF","up"
"3303","GO:0043039",1,0.640012642890764,0,9,"tRNA aminoacylation","BP","up"
"3304","GO:0043248",1,0.341523895806775,0,9,"proteasome assembly","BP","up"
"3305","GO:0044237",1,0.31036598760451,0,16,"cellular metabolic process","BP","up"
"3306","GO:0045156",1,0.0890723857940515,0,16,"electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity","MF","up"
"3307","GO:0045261",1,0.139707774443305,0,17,"proton-transporting ATP synthase complex, catalytic core F(1)","CC","up"
"3308","GO:0045735",1,0.434486057649252,0,9,"nutrient reservoir activity","MF","up"
"3309","GO:0045901",1,0.459072296505713,0,6,"positive regulation of translational elongation","BP","up"
"3310","GO:0045905",1,0.459072296505713,0,6,"positive regulation of translational termination","BP","up"
"3311","GO:0046034",1,0.350367499546066,0,11,"ATP metabolic process","BP","up"
"3312","GO:0046854",1,0.468242530888869,0,12,"phosphatidylinositol phosphorylation","BP","up"
"3313","GO:0046856",1,0.706472473977877,0,7,"phosphatidylinositol dephosphorylation","BP","up"
"3314","GO:0046873",1,0.285479818401029,0,17,"metal ion transmembrane transporter activity","MF","up"
"3315","GO:0046912",1,0.727297704620487,0,6,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer","MF","up"
"3316","GO:0046923",1,0.422464991816756,0,8,"ER retention sequence binding","MF","up"
"3317","GO:0046933",1,0.0698249204747065,0,23,"proton-transporting ATP synthase activity, rotational mechanism","MF","up"
"3318","GO:0046961",1,0.512501306794573,0,8,"proton-transporting ATPase activity, rotational mechanism","MF","up"
"3319","GO:0046982",1,3.08600234833431e-05,0,81,"protein heterodimerization activity","MF","up"
"3320","GO:0048193",1,0.478283552945725,0,8,"Golgi vesicle transport","BP","up"
"3321","GO:0048268",1,0.723225502535683,0,6,"clathrin coat assembly","BP","up"
"3322","GO:0048364",1,0.518937581188377,0,9,"root development","BP","up"
"3323","GO:0048500",1,0.585242915958809,0,7,"signal recognition particle","CC","up"
"3324","GO:0050896",1,0.743246875272103,0,6,"response to stimulus","BP","up"
"3325","GO:0051205",1,0.482899664182505,0,8,"protein insertion into membrane","BP","up"
"3326","GO:0051225",1,0.622314958062275,0,8,"spindle assembly","BP","up"
"3327","GO:0051276",1,0.758370220988505,0,6,"chromosome organization","BP","up"
"3328","GO:0051301",1,0.584257901146559,0,7,"cell division","BP","up"
"3329","GO:0051539",1,0.232245932915807,0,21,"4 iron, 4 sulfur cluster binding","MF","up"
"3330","GO:0051603",1,0.148983882904674,0,19,"proteolysis involved in cellular protein catabolic process","BP","up"
"3331","GO:0051740",1,0.743246875272103,0,6,"ethylene binding","MF","up"
"3332","GO:0060236",1,0.550997507638617,0,9,"regulation of mitotic spindle organization","BP","up"
"3333","GO:0070652",1,0.676454207165119,0,7,"HAUS complex","CC","up"
"3334","GO:0097027",1,0.715615211728369,0,6,"ubiquitin-protein transferase activator activity","MF","up"
"3335","GO:1904668",1,0.715615211728369,0,6,"positive regulation of ubiquitin protein ligase activity","BP","up"
"3336","GO:0007155",1.00000000000007,0.954323319045483,0,1,"cell adhesion","BP","up"
"3337","GO:0070176",1.00000000000012,0.921267437983246,0,1,"DRM complex","CC","up"
"3338","GO:0005351",1.00000000000014,0.708037738157677,0,5,"sugar:proton symporter activity","MF","up"
"3339","GO:0008643",1.00000000000014,0.708037738157677,0,5,"carbohydrate transport","BP","up"
"3340","GO:0003942",1.00000000000016,0.882150476546763,0,2,"N-acetyl-gamma-glutamyl-phosphate reductase activity","MF","up"
"3341","GO:0004066",1.00000000000017,0.892899574969476,0,2,"asparagine synthase (glutamine-hydrolyzing) activity","MF","up"
"3342","GO:0006529",1.00000000000017,0.892899574969476,0,2,"asparagine biosynthetic process","BP","up"
"3343","GO:0008540",1.00000000000022,0.940580061728837,0,1,"proteasome regulatory particle, base subcomplex","CC","up"
"3344","GO:0019915",1.00000000000023,0.948529427175145,0,1,"lipid storage","BP","up"
"3345","GO:0004571",1.00000000000025,0.81093443134628,0,4,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity","MF","up"
"3346","GO:0004048",1.00000000000034,0.882561713566937,0,2,"anthranilate phosphoribosyltransferase activity","MF","up"
"3347","GO:0004591",1.00000000000039,0.915582418739017,0,2,"oxoglutarate dehydrogenase (succinyl-transferring) activity","MF","up"
"3348","GO:0004070",1.00000000000041,0.937334602137317,0,1,"aspartate carbamoyltransferase activity","MF","up"
